Date and Time Created,User Name,Tweet for covid
Date and Time Created,User Name,Tweet for covid
2020-05-12 21:02:40,mrslatford,b'RT The liberal elite\xe2\x80\x99s fury over Boris\xe2\x80\x99s mild easing of the lockdown confirms how much they distrust the public They view u\xe2\x80\xa6'
2020-05-12 21:02:40,ajb427,b'RT The federal government bailed out big corporations and gave millionaires a tax cut in the first COVID bills. It\xe2\x80\x99s time for\xe2\x80\xa6'
2020-05-12 21:02:40,EmirErbay2010,b'RT _Tough Cancer patient commissioner polic \xc3\x9cmit G\xc3\xb6khasan has a very difficult situation in jail in Turkey COVID-19 threatens ever\xe2\x80\xa6'
2020-05-12 21:02:40,UgorjiMazi,b'RT \xf0\x9f\x93\xb9Governor Wike Openly Blasts The Deputy Commissioner Of Police Adamu Abubakar For Sabotaging His Efforts In The State B\xe2\x80\xa6'
2020-05-12 21:02:40,TheRealGSingh,b'RT The House Democrats new COVID relief bill includes funding to subsidize rents and mortgages protect elections bailout\xe2\x80\xa6'
2020-05-12 21:02:40,clubberlang22,b'Message from Atalanta ultras Bergamo suffered more than any region in Italy through covid 19. https://t.co/pM4i3F7fv0'
2020-05-12 21:02:40,Liverpotlian,b'RT NEWS Trump withdraws Mar-a-Lago dock plan 3 days after reports his proposal during Covid crisis raised\xe2\x80\xa6'
2020-05-12 21:02:40,MadAsFaulk,b'Let\xe2\x80\x99s assume 2 things you win the election &amp we\xe2\x80\x99re still dealing with Covid come your inauguration How https://t.co/Phzb1PF4hk'
2020-05-12 21:02:40,allapologeez,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:40,EimearStudios,b'Gaming Software (COVID-19 Impact Thematic Research has been published on #YGD https://t.co/JVbyEtzmOg https://t.co/iINr6IbuPS'
2020-05-12 21:02:40,xayy_y,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:40,A_laury9,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:40,AY_ikeja,"b'RT ""The states are Lagos (N26.23 billion) Bayelsa (N35.14 billion) Rivers (N39.99 billion) Akwa Ibom (N40.61 billion) an\xe2\x80\xa6'"
2020-05-12 21:02:40,SWUnitedNA,"b""RT Kids are more resistant to getting COVID-19 but they make great asymptomatic super-spreaders once they're infecte\xe2\x80\xa6"""
2020-05-12 21:02:40,aCall2Arts,b'\xf0\x9f\x93\xa2 Call to Arts Virtual Meetup Tomorrow May 13 7-8PM Call for Public Art COVID-19 Resources for Artists - https://t.co/HbSBe0ziPp'
2020-05-12 21:02:40,_smol_k,b'RT _tysm2 Y\xe2\x80\x99all.. imagine the energy for the opening concert when this COVID thing is over https://t.co/6tgGHxlq3U'
2020-05-12 21:02:40,CwtchyQ,b'RT \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 So up to 5thMay 95 of covid regd deaths in the UK had an underlying health condition and 91 were aged over 60 11\xe2\x80\xa6'
2020-05-12 21:02:40,laurachickering,b'RT Democrats New $3 Trillion COVID Stimulus Includes The Word \xe2\x80\x98Cannabis 68 Times https://t.co/jrNhcKw7PB'
2020-05-12 21:02:40,barnta,"b'RT _Aceng Today 12 May 2020 4 new COVID-19 cases confirmed from 1,478 samples of truck drivers This brings the total number o\xe2\x80\xa6'"
2020-05-12 21:02:40,Lwyrboy,b'ITS A DISTRACTION DUE TO TRUMPS POOR COVID RESPONSE'
2020-05-12 21:02:40,michelleking66,b'RT Tomorrow Earthjustice attorney Jenny Harbine will defend by phone tens of thousands of acres of public lands from being\xe2\x80\xa6'
2020-05-12 21:02:40,loveanarchy777,b'RT On a side note...look what Corona/Covid-19 is bringing us. https://t.co/vjtYh8IGTr'
2020-05-12 21:02:40,SimplyFree8,b'RT _RESUS Hi ER Doc here. We STILL do NOT have enough COVID tests for our symptomatic patients let alone to test everyone who wants o\xe2\x80\xa6'
2020-05-12 21:02:40,MelanieLybarger,b'RT Trump is muzzling independent oversight &amp putting the wealthy &amp well-connected first when handing out COVID-19 funds Congre\xe2\x80\xa6'
2020-05-12 21:02:40,rositastef,b'RT WATCH In an Urgent Question to the Chancellor of the Exchequer I welcomed the Furlough extension but called on Ministers t\xe2\x80\xa6'
2020-05-12 21:02:39,BDWatcher,"b'RT The #Media is claiming the USA has had 83,000 deaths from COVID-19 Of course we KNOW that is preposterous How many de\xe2\x80\xa6'"
2020-05-12 21:02:39,A_S_A_Alothman,"b""RT _rips Dr Andrew Kaufman They Want To Genetically Modify Us With The COVID-19 Vaccine This one probably won't last long.. Watch\xe2\x80\xa6"""
2020-05-12 21:02:39,mmjs40,b'RT NEWS Trump withdraws Mar-a-Lago dock plan 3 days after reports his proposal during Covid crisis raised\xe2\x80\xa6'
2020-05-12 21:02:39,wnct9,b'Pitt County health officials are reporting 172 confirmed cases of COVID-19 in Pitt County https://t.co/sDhPrDIUKo'
2020-05-12 21:02:39,GregNN,b'RT Stephen Schondelmeyer co-principal investigator of the resilient drug supply project ( _RDS ) discusses\xe2\x80\xa6'
2020-05-12 21:02:39,legendvrry,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:39,patanq,"b""RT Now that's three CDC studies\xe2\x80\x94from a Chinese restaurant a Korean call center and an American choir practice\xe2\x80\x94all finding that\xe2\x80\xa6"""
2020-05-12 21:02:39,yosnsks,b'RT New York State is now investigating about 100 cases of an inflammatory illness in children that may be related to COVID-19.\xe2\x80\xa6'
2020-05-12 21:02:39,wozman24,b'RT The United States currently ranks 32nd in Covid-19 tests per capita one spot ahead of Belarus.'
2020-05-12 21:02:39,SPhilip18,b'RT I BELIEVE THESE NUMBERS FOR SO CALLED COVID DEATHS ARE WRONG AND HAVE BEEN SKEWED SO THE GOVERNMENT CAN JUSTIFY THEIR MAND\xe2\x80\xa6'
2020-05-12 21:02:39,agency_map,"b'Covid-19 137 New Cases in Morocco 6,418 in Total Health Ministry https://t.co/FpkMjEXEBU https://t.co/T0q8y75BXC'"
2020-05-12 21:02:39,carrotninja604,b'Essential worker working part time Making less than 1k every month earned &gt;5k last year but since my hours fluctu https://t.co/HrzhOg7Rsw'
2020-05-12 21:02:39,MarcusJ74838579,b'RT Iran Academy of Islamic Sciences top dog says Covid-19 is \xe2\x80\x9csecular virus that \xe2\x80\x9cattacks religious institutions https://\xe2\x80\xa6'
2020-05-12 21:02:39,GOLDLactation,b'Huge thank you to Dr Michael Narvey for a fantastic &amp important #COVID19 presentation! M.Narvey #COVID #pregnancy https://t.co/eFkjZUxtD1'
2020-05-12 21:02:39,LauraMiers,b'\xe2\x80\x9cDespite warnings about supply shortages by health experts and governors at least as early as February the federal https://t.co/XtNcvHkj4N'
2020-05-12 21:02:39,covnews,"b'Five NCSS schools have together received grant funds in excess of $655,000 from the Georgia Department of Education https://t.co/rbBL8aVy85'"
2020-05-12 21:02:39,Whyte4Lyfe,b'RT Covid-19 has changed everything including how we are able to teach at the moment teachers in many cases have had to\xe2\x80\xa6'
2020-05-12 21:02:39,DavidWinsper,"b""Can't wait to see all those V Shaped #Property transactions winging in given Furlough Underemployment Unemployme https://t.co/7wAuFYRtbv"""
2020-05-12 21:02:39,Sofia03336,b'RT Increase in owners abandoning pets over COVID fears study reveals https://t.co/CjgceMJ7i6'
2020-05-12 21:02:39,sjodet,b'Too many variables a huge one being Covid also YouTube The cure (hero pools might be worse than t https://t.co/AmhgVK4ydB'
2020-05-12 21:02:39,charluv2011,b'RT No More Detention Centers in Michigan is reporting an active hunger strike at the BOP-managed North Lake Correctional F\xe2\x80\xa6'
2020-05-12 21:02:39,cricketpineda,b'RT NEWS Trump withdraws Mar-a-Lago dock plan 3 days after reports his proposal during Covid crisis raised\xe2\x80\xa6'
2020-05-12 21:02:39,reviewjournal,b'Business owners are afraid they will be held liable if a worker catches COVID-19 while on the job Meanwhile some https://t.co/9MGiYGCJ3u'
2020-05-12 21:02:38,BrianJThompson8,b'Ultimate radio as indeed being entertaining people in this lockdown and covid-19 and they doing a magnificent job i https://t.co/CftfaDsXEo'
2020-05-12 21:02:38,terr_ified,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:38,interiorsavings,b'RT A new funding stream was launched this week in partnership with and\xe2\x80\xa6'
2020-05-12 21:02:38,keithmfitz,b'RT Warren County Kentucky where Rand Paul lives has more COVID-19 cases per capita than 51 of the 67 counties in New Eng\xe2\x80\xa6'
2020-05-12 21:02:38,xdeborahrose,b'RT On the 31st March I lost my grandma to COVID-19 I started a GoFundMe to help with the cost of the funeral arrangements A\xe2\x80\xa6'
2020-05-12 21:02:38,UoM_PGT_Immuno,b'RT In this new #OpenAccess perspective and Jedd D Wolchok summarize what is known regarding the host immune re\xe2\x80\xa6'
2020-05-12 21:02:38,kenkircher1,b'RT Howard law professor Richard Paul Thornell who started the first Peace Corps program abroad dies of covid-19 https://t.\xe2\x80\xa6'
2020-05-12 21:02:38,uhwhat2020,b'RT When I asked Dr Scott Atlas today on my show about the prospect of using tracers to track down cases of covid-19 at this st\xe2\x80\xa6'
2020-05-12 21:02:38,Turquoiselady,"b""RT This is a new virus &amp there's still a lot we don't understand about COVID in kids Given scientific uncertainty the decis\xe2\x80\xa6"""
2020-05-12 21:02:38,Wanzi_G,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:38,jchausow,b'RT _Schaffer THREAD Out of all 50 states New York has the 6th highest number of total deaths behind bars from COVID-19 and the 8t\xe2\x80\xa6'
2020-05-12 21:02:38,__lisanguyen__,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:38,AbiMazin,b'RT _Minutes Doug Ford\xe2\x80\x99s daughters visited him over the weekend in spite of COVID-19 rules In their defence they thought they should c\xe2\x80\xa6'
2020-05-12 21:02:38,JohnnaJ416,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:38,Ann_K_Beynon,b'RT A #vaccine could be the ultimate weapon against the #coronavirus But how long will it take The explores in a new\xe2\x80\xa6'
2020-05-12 21:02:38,psalmuel27,b'RT #Covid19KwaraUpdate 12th May 2020 8:00pm 10 new cases of #Covid_19 confirmed No of Pending tests 16 https://t.co/ZX\xe2\x80\xa6'
2020-05-12 21:02:38,ReaLindaSteding,b'GA was looking at 4 Statewide budget cuts pre covid Now we are facing 14 cuts because of balanced b https://t.co/H6JGLlRxS5'
2020-05-12 21:02:38,phillis_randy,b'RT A few weeks ago Senate Democrats proposed a Heroes Fund for our essential workers. And the House bill does just that: It\xe2\x80\xa6'
2020-05-12 21:02:38,davis_diana,b'Think you might have coronavirus A COVID-19 drive-thru testing site is available in the Walmart parking lot locate https://t.co/mi05fX8ju1'
2020-05-12 21:02:38,keshavestate,b'To the nurses of the world: Happy International Nurses Day a day that we dedicate to YOU! Thank you for work https://t.co/kiSIDpYQHn'
2020-05-12 21:02:38,ola_fisayo,b'RT A customer said they had COVID and spat and coughed at 2 staff members they fell ill with COVID a few days later So this is m\xe2\x80\xa6'
2020-05-12 21:02:37,prage27,b'_cip What is this nonsense I know math is hard but for re https://t.co/vhQDa4wI9z'
2020-05-12 21:02:37,smg19810,"b'RT ""Alabama has reached 10,000 confirmed cases of COVID-19 The milestone happened Monday the same day Gov Kay Ivey\xe2\x80\x99s order to l\xe2\x80\xa6'"
2020-05-12 21:02:37,our_history_now,b'RT New York State is now investigating about 100 cases of an inflammatory illness in children that may be related to COVID-19.\xe2\x80\xa6'
2020-05-12 21:02:37,skrohde,b'RT I delivered \xe2\x80\x9cCOVID Relief now for the people &amp USPS from Sandra a verified voter in Appleton Wis. to \xe2\x80\xa6'
2020-05-12 21:02:37,mcshoor,"b'RT By any measure factory farming is a failed system\xe2\x80\x94and now the COVID-19 crisis is ""exposing how fragile big meat\xe2\x80\x99s suppl\xe2\x80\xa6'"
2020-05-12 21:02:37,ordracir1,"b'RT BREAKING Dr Fauci just testified that the COVID-19 death toll is likely meaningfully higher than the 80,000 reported.'"
2020-05-12 21:02:37,LisaReganPR,"b""The T shirt that applies to every situation. Let's schedule a zoom pre email meeting to discuss the meeting of cou https://t.co/KQBoOceb82"""
2020-05-12 21:02:37,bcsurvivo,b'RT Rep Maxine Waters who last month stood on the House floor and dedicated her support for a coronavirus relief package to\xe2\x80\xa6'
2020-05-12 21:02:37,theylovechristi,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:37,NDIndianz,b'Joint Information Center news release (Office of the Governor Emergency Commission approves using over $500M in https://t.co/XMkLz1volT'
2020-05-12 21:02:37,etoileluna77,b'RT Trump and the Republicans are gonna kill an extra hundred thousand and still wreck the economy This is what happens when\xe2\x80\xa6'
2020-05-12 21:02:37,MillstoneGlobal,"b""_Charles Oh yeah that's old news a lot of people still don't know The reason for doing that is the money th https://t.co/1GwXOXqnMc"""
2020-05-12 21:02:37,spkelly1977,b'RT Parents if your Governor told you your child won\xe2\x80\x99t be allowed back to school unless they get the covid-19 vaccine wh\xe2\x80\xa6'
2020-05-12 21:02:37,kellycorfe,b'RT Republicans care about Americans dying from COVID about as much as they care about kids dying from gun violence.'
2020-05-12 21:02:37,Micksab,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:37,koyla_kallu,b'RT _Ansari MP is one of the most #Covid affected states. This happened in Sagar In MP. Just waiting to see if the Jain-RSS nexus m\xe2\x80\xa6'
2020-05-12 21:02:37,RoseMB57,b'RT The truth of the matter is that the only person with even a passing association with the Trump administration who has any c\xe2\x80\xa6'
2020-05-12 21:02:37,corron_eva,"b""RT Anon Haven't seen this pointed out anywhere I've been watching it for a while and the correlation has held. Upper cov\xe2\x80\xa6"""
2020-05-12 21:02:37,Asa7_2,b'RT Dr Judy Mikovitz explains why Doctors are being paid more for Covid-19 patients leading to false number of infections #Plan\xe2\x80\xa6'
2020-05-12 21:02:37,ALF4Prez2020,b'RT Trump and the Republicans are gonna kill an extra hundred thousand and still wreck the economy This is what happens when\xe2\x80\xa6'
2020-05-12 21:02:37,LemonMuffinNerd,b'The PR government they sent out an alert asking for anyone that\xe2\x80\x99s recovered from COVID-19 to donate blood.. THEY https://t.co/uGdvM3ZJhx'
2020-05-12 21:02:37,gayford03,b'RT \xe2\x80\x98SHOTS FIRED\xe2\x80\x99 Dashcam footage released by Fort Worth police shows dozens scatter when gunfire rang out as authorities tr\xe2\x80\xa6'
2020-05-12 21:02:36,DigitalSecArch,b'Clear #communication as return to work from #COVID is critical the news is a noise cloud Be specific when doe https://t.co/46wsYrNuzD'
2020-05-12 21:02:36,chengoy,"b'RT ""There Is Nothing from the CDC I Can Trust! Dr Birx Tells Off CDC Director Claims COVID-19 Mortality Rate Inflated By as Mu\xe2\x80\xa6'"
2020-05-12 21:02:36,Tamaledad,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:36,PhilipOgola,b'RT Tomorrow 7am-9am on join \xe2\x80\x99s HIV &amp Child Protection Officer with _Gachanja \xe2\x80\xa6'
2020-05-12 21:02:36,KatsuhikoTsuda,b'RT Despite COVID-19 these Soldiers are maintaining their mission and say \xe2\x80\x9cWe are more ready now than we have\xe2\x80\xa6'
2020-05-12 21:02:36,naegrant,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:36,worldsgonemad6,b'RT The liberal elite\xe2\x80\x99s fury over Boris\xe2\x80\x99s mild easing of the lockdown confirms how much they distrust the public They view u\xe2\x80\xa6'
2020-05-12 21:02:36,dismisstrump,"b""RT At least 4,500 Tyson meatpacking workers have caught COVID-19 with 18 deaths still doesn't offer paid si\xe2\x80\xa6"""
2020-05-12 21:02:36,Isolde1960,"b'RT ""I don\'t see how this wouldn\'t be murder. Victoria station worker Belly Mujinga died from Covid-19 after being spat on by\xe2\x80\xa6'"
2020-05-12 21:02:36,stewshad,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:36,BrendaMHeath,b'RT _RESUS Hi ER Doc here. We STILL do NOT have enough COVID tests for our symptomatic patients let alone to test everyone who wants o\xe2\x80\xa6'
2020-05-12 21:02:36,610CKTB,"b""NEWS ''A pretty scary thing: Kid illness tied to COVID worries NY Details https://t.co/J51W1BldgA https://t.co/zVEVXXKi2c"""
2020-05-12 21:02:36,WFBrother,b'RT Check out the COVID-19 tab in Explore available in select countries For the latest COVID-19 developments and storie\xe2\x80\xa6'
2020-05-12 21:02:36,abdoul_official,b'RT The Presidential Task Force on COVID-19 has inaugurated ThisDay Dome in Abuja as an isolation centre The facility was do\xe2\x80\xa6'
2020-05-12 21:02:36,Suz_Todd,b'RT Tomorrow Earthjustice attorney Jenny Harbine will defend by phone tens of thousands of acres of public lands from being\xe2\x80\xa6'
2020-05-12 21:02:36,huck68finn,b'RT _Riedl I keep reading all those liberal Twitter rants accusing the GOP of playing politics with COVID response And then the Hou\xe2\x80\xa6'
2020-05-12 21:02:36,plamen_neykov,"b'RT 2 weeks ago I said true number of UK Covid deaths would be 70,000-100,000 when real figures were analysed And brexity/to\xe2\x80\xa6'"
2020-05-12 21:02:36,Ju95881813,b'RT DHS cracking down on COVID-19 related fraud https://t.co/jnuBxtEEWc #OANN https://t.co/i7c8fb2ApX'
2020-05-12 21:02:36,mkg_sd,b'RT Rep Maxine Waters who last month stood on the House floor and dedicated her support for a coronavirus relief package to\xe2\x80\xa6'
2020-05-12 21:02:36,RJennromao,b'RT So while children\xe2\x80\x99s aid societies were denying parents face to face access because they are a danger of passing on COVI\xe2\x80\xa6'
2020-05-12 21:02:36,parkvillemo,b'The annual Northland Law Enforcement Appreciation Day scheduled for May 16th has been cancelled because of the COVI https://t.co/flKX9pt0Ub'
2020-05-12 21:02:36,nilimohammadi,"b'RT After asks President Trump why he sees the pandemic response as a ""global competition, he tells her ""Maybe that\'s a\xe2\x80\xa6'"
2020-05-12 21:02:36,jjj5819,b'RT \xe2\x80\x98I can\xe2\x80\x99t communicate how deeply just disappointed I am Sen railed against the GOP for bringing back legisl\xe2\x80\xa6'
2020-05-12 21:02:35,scattrd_evrywhr,b'RT . who is currently quarantined in Tennessee after a member of his staff tested positive for Covid-19 opens the\xe2\x80\xa6'
2020-05-12 21:02:35,ZaynaKhayat,b'RT Here\xe2\x80\x99s a cool piece of Cdn Tech for Covid screening CTO is a former student of mine \xe2\x80\x9cColour X-Rays https:\xe2\x80\xa6'
2020-05-12 21:02:35,benakabogu,"b""RT COVID-19 National Assembly asked to stop FG\xe2\x80\x99s plans to feed 'ghost pupils Daily Post Nigeria https://t.co/EqhRgc0Pac"""
2020-05-12 21:02:35,SportOrthoTX,b'In Ep.04 of #TheCallRoom Dr Berry explains how the country\xe2\x80\x99s lockdown may have been overkill He dives into new d https://t.co/3gzladUZm4'
2020-05-12 21:02:35,devchem123,b'RT What I admire about Spain and Italy is they didn\xe2\x80\x99t hide the horror of covid We all saw the footage of the coffins lined up\xe2\x80\xa6'
2020-05-12 21:02:35,jhayne93,b'RT Yesterday I was tested for COVID-19 out of an abundance of caution on the advice of the Deputy Chief Medical Officer T\xe2\x80\xa6'
2020-05-12 21:02:35,penchantone,"b'Science and facts disagree with your ""opinion. As repo https://t.co/NgAVgQqESD'"
2020-05-12 21:02:35,BxBrotha730,b'_r4evaa I was so ready to get in tune with either a sip &amp paint or a trap &amp paint before this covid thing \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9'
2020-05-12 21:02:35,yasinfjr,b'RT We\xe2\x80\x99re proud to be a part of Charity Tournament starting May 15th All of the $1.5M prize money will be donated to c\xe2\x80\xa6'
2020-05-12 21:02:35,Quosumo_com,"b""That's why we need to fund COVID-19 vaccine research in the public domain (universities -- https://t.co/n3AEqgd9mR"""
2020-05-12 21:02:35,GinaLeinaala81,b'RT Howard law professor Richard Paul Thornell who started the first Peace Corps program abroad dies of covid-19 https://t.\xe2\x80\xa6'
2020-05-12 21:02:35,colso62,b'RT This new Joe Biden ad rips into Trump for his COVID-19 response https://t.co/PX1eV1Dcl0'
2020-05-12 21:02:35,MikeAnyakwo5,b'Infections Decease Act though very important is not what Nigerians want to hear now The crux of the matter https://t.co/RA7PNVC0Ga'
2020-05-12 21:02:35,Longtallhel23,b'RT \xe2\x80\x9cIt is not racist to criticise China and its failings on Covid-19 The Chinese regime censored doctors who tried to warn\xe2\x80\xa6'
2020-05-12 21:02:35,LethalSon7,b'RT ISIOLO senator wants DCI to probe health officials who were involved with Isiolo county covid-19 first patient\xe2\x80\xa6'
2020-05-12 21:02:35,ideate_vision,"b""RT I'm proposing the Americans First Law If a corporation does not rehire the same number of employees they must return any\xe2\x80\xa6"""
2020-05-12 21:02:35,alexanderbarst2,"b""RT RT to be the next video's sister shoutout! THE BIGGEST BEAUTY COLLAB IN HISTORY is now LIVE I asked some friends to j\xe2\x80\xa6"""
2020-05-12 21:02:35,gabe_aguilar03,b'RT If 80 of Americans Wore Masks COVID-19 Infections Would Plummet New Study Says https://t.co/z5M1zhaHOM via \xe2\x80\xa6'
2020-05-12 21:02:35,2_bluestarmom,b'RT _kelly2 to halt the deadly and unforgivable outbreaks at nursing homes instead focusing on untested \xe2\x80\x9csocial distancing policies\xe2\x80\xa6'
2020-05-12 21:02:35,JoJoInNewYork,b'RT Warren County Kentucky where Rand Paul lives has more COVID-19 cases per capita than 51 of the 67 counties in New Eng\xe2\x80\xa6'
2020-05-12 21:02:35,stevele03508839,b'RT Today as with every Tuesday volunteers from the Veterans of the Foundation were out and about delivering food and es\xe2\x80\xa6'
2020-05-12 21:02:35,FakeNews_MSDNC,b'Also before he started making nursing homes take back COVID infected seniors Cuomo shutdo https://t.co/R0HSuQ7IDQ'
2020-05-12 21:02:34,sabiotrix,b'My girl says she\xe2\x80\x99s staying away from me because of COVID-19 but I know it\xe2\x80\x99s really because she finally saw my atroc https://t.co/sMGcevk3YU'
2020-05-12 21:02:34,ARYnewwss,b'RT Mr Yao Jing China\xe2\x80\x99s Ambassador to Pak met COAS Regional security issues &amp COVID 19 discussed COAS expressed gratitud\xe2\x80\xa6'
2020-05-12 21:02:34,brichettogroup1,b'RT Trump and the Republicans are gonna kill an extra hundred thousand and still wreck the economy This is what happens when\xe2\x80\xa6'
2020-05-12 21:02:34,mksizzlingstar,"b'RT ""As Gov Reynolds is poised to loosen restrictions Iowa posts second highest daily death toll from COVID-19"" https://t.co/cj3y\xe2\x80\xa6'"
2020-05-12 21:02:34,Individual_Intv,b'RT Fauci and Birx should resign in disgrace or the president should fire them They were the 2 ppl on the COVID task forc\xe2\x80\xa6'
2020-05-12 21:02:34,rachel_maria65,b'RT Somebody I know just died of COVID-19 \xf0\x9f\x98\xa5'
2020-05-12 21:02:34,mac_fionn,b'RT If 80 of Americans Wore Masks COVID-19 Infections Would Plummet New Study Says #COVID19 https://t.co/qJCBRC3ejC'
2020-05-12 21:02:34,talene,b'RT \xf0\x9f\x98\xb1OMG...a British railway ticket office worker has DIED of #coronavirus after a man who said he had #COVID19 spat and cou\xe2\x80\xa6'
2020-05-12 21:02:34,BlessedMother,b'An Experimental Ultraviolet Light Treatment for Covid-19 Takes Political Heat https://t.co/8jSNusgf87'
2020-05-12 21:02:34,DouglasPatch,"b'RT _DHHR . _DHHR reports as of 5:00 p.m. on May 12 2020 there have been 65,708 laboratory results received for #COVID19 with 1,37\xe2\x80\xa6'"
2020-05-12 21:02:34,sharon_lynch,"b'RT Rand Paul is out here talking about ""silver linings to coronavirus outbreaks at meat packing plants - his belief (which is n\xe2\x80\xa6'"
2020-05-12 21:02:34,JeffSaysStuff2,"b""RT Where we are now it seems clear that the GOP's political arm has effectively decided to give up on trying to control Covi\xe2\x80\xa6"""
2020-05-12 21:02:34,DancingAvocado,b'RT A coalition of legal aid and community groups are urging the state to reduce incarceration levels and limit the risk of COVID-19\xe2\x80\xa6'
2020-05-12 21:02:34,jewelzyb21,"b""$jewelzyb21 I'm trying to get myself moved into a new apartment after leaving an 11 year toxic relatio https://t.co/GCMnF6rvKX"""
2020-05-12 21:02:34,jasoncbrady,b'_Y_Trader A vaccine if it happens at all is 2 years away You are https://t.co/vQ0wvd2Loo'
2020-05-12 21:02:34,Ohdamjoel,b'RT The House Democrats new COVID relief bill includes funding to subsidize rents and mortgages protect elections bailout\xe2\x80\xa6'
2020-05-12 21:02:34,pheeturaki,b'RT _ Breaking Gov has announced a total ban on motorcycle \xe2\x80\x98okada operations in the State This is to help curb the\xe2\x80\xa6'
2020-05-12 21:02:34,AndreaKitta,b'RT Announcing #BehindTheNumbers COVID-19 has touched all our lives (and deaths in one way or another however the deep\xe2\x80\xa6'
2020-05-12 21:02:34,Thooleramawn,"b""RT Let Republicans have their stupid COVID party Conventions convey no electoral advantages It'll be tragic to lose ours but be\xe2\x80\xa6"""
2020-05-12 21:02:34,cinbird16,b'RT Lrt Johnnys special unit Twenty Twenty for Covid 19 charity song produced by Tackey 15 groups 76 johnnys talent from\xe2\x80\xa6'
2020-05-12 21:02:34,shift_in2_turbo,b'RT \xe2\x80\x9cIt was terrifying There were people who were clearly impaired who were in need of assistance There were also people who\xe2\x80\xa6'
2020-05-12 21:02:34,manzarbokharai,b'RT Debbie Aldrich With NCRI-s Ali Safavi Exposes #Iran Training Chinese Clerics And The Dire Situation In Iran With Covid-19\xe2\x80\xa6'
2020-05-12 21:02:34,KW_tag_,"b'RT Is there such a thing as ""back to normal after #covid19 Five changes that might stick around via https://t.co/VoO\xe2\x80\xa6'"
2020-05-12 21:02:34,damkina,b'RT Now is the moment to mobilize a national service program that will put hundreds of thousands to work strengthening the frontl\xe2\x80\xa6'
2020-05-12 21:02:33,TBrown101a,b'RT Yesterday I was tested for COVID-19 out of an abundance of caution on the advice of the Deputy Chief Medical Officer T\xe2\x80\xa6'
2020-05-12 21:02:33,Lise1970,b'For all the very ignorant people in the world including our PM read this https://t.co/2unQY1Kw5j #COVID19 #StayHome'
2020-05-12 21:02:33,vanesprza,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:33,dhaif_77,b'RT This is a prediction of cases of #Covid_19 in #Oman Curve A If staying at home is forced (cases &lt;100) Curve B if both scho\xe2\x80\xa6'
2020-05-12 21:02:33,Schoene04359083,b'RT NEW New York is partnering with to open 24 temporary COVID testing sites at churches in predominantly low\xe2\x80\xa6'
2020-05-12 21:02:33,bryanecaster,b'Fox News [online] 4 in 10 Americans say working from home is more stressful during Covid-19 pandemic hahaha gre https://t.co/FyYc2vIKOx'
2020-05-12 21:02:33,the_tomholland,"b'RT Amazing to watch the same media who spent a month ripping Trump as racist for calling covid-19 the ""Chinese virus now expl\xe2\x80\xa6'"
2020-05-12 21:02:33,Temitope__b,b'RT So we fit take the COVID drink with Gala?'
2020-05-12 21:02:33,OzforCongress,"b'RT _Pierce The City of Fort Pierce is offering free COVID-19 testing without the need for an appointment Thursday May 14 and Friday,\xe2\x80\xa6'"
2020-05-12 21:02:33,jailson_da,b'Novartis commits to donate up to 130 million doses of hydroxychloroquine to support the global COVID-19 pandemic re https://t.co/F8JSS9CqVW'
2020-05-12 21:02:33,jonnycat222,b'RT we deserve covid'
2020-05-12 21:02:33,daNIU_dawg38,b'RT _1 Quarantine Coffee live now! Please go check out https://t.co/qkEtsVZQR8 this amazing medium roast is helping with Covid Relie\xe2\x80\xa6'
2020-05-12 21:02:33,UOWTV,b'RT Yesterday I was tested for COVID-19 out of an abundance of caution on the advice of the Deputy Chief Medical Officer T\xe2\x80\xa6'
